,Title,Year,Rating,Vote,Metascore,Budget,Certificate,Runtime,Genre,Overview,Artist,Director
531,Annihilation,(2018),6.8,"340,104",79        ,$32.73M,R,115 min,"Adventure, Drama, Horror","
A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","['Natalie Portman', 'Jennifer Jason Leigh', 'Tessa Thompson', 'Benedict Wong']",Alex Garland
532,The Proposal,(2009),6.7,"339,621",48        ,$163.96M,PG-13,108 min,"Comedy, Drama, Romance","
A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.","['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen', 'Craig T. Nelson']",Anne Fletcher
533,The Simpsons Movie,(2007),7.3,"339,186",80        ,$183.14M,PG-13,87 min,"Animation, Adventure, Comedy","
After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith']",David Silverman
534,Hellboy,(2004),6.8,"338,847",72        ,$59.62M,PG-13,122 min,"Action, Adventure, Fantasy","
A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.","['Ron Perlman', 'Doug Jones', 'Selma Blair', 'John Hurt']",Guillermo del Toro
535,Equilibrium,(2002),7.3,"338,720",33        ,$1.20M,R,107 min,"Action, Drama, Sci-Fi","
In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.","['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']",Kurt Wimmer
536,Pretty Woman,(1990),7.1,"338,121",51        ,$178.41M,R,119 min,"Comedy, Romance","
A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.","['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo']",Garry Marshall
537,Once Upon a Time in the West,(1968),8.5,"337,593",82        ,$5.32M,PG-13,165 min,Western,"
A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.","['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale', 'Jason Robards']",Sergio Leone
538,Les Misérables,(2012),7.5,"336,870",63        ,$148.81M,PG-13,158 min,"Drama, Musical, Romance","
In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried']",Tom Hooper
539,Fantastic Four,(2005),5.7,"336,281",40        ,$154.70M,PG-13,106 min,"Action, Adventure, Fantasy","
A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.","['Ioan Gruffudd', 'Michael Chiklis', 'Chris Evans', 'Jessica Alba']",Tim Story
540,50/50,(2011),7.6,"336,277",72        ,$35.01M,R,100 min,"Comedy, Drama, Romance","
Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard']",Jonathan Levine
541,The Mummy Returns,(2001),6.4,"335,407",48        ,$202.02M,PG-13,130 min,"Action, Adventure, Fantasy","
The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.","['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo']",Stephen Sommers
542,Chinatown,(1974),8.2,"335,195",92        ,$8.49M,R,130 min,"Drama, Mystery, Thriller","
A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",Roman Polanski
543,North by Northwest,(1959),8.3,"335,026",98        ,$13.28M,Approved,136 min,"Action, Adventure, Mystery","
A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']",Alfred Hitchcock
544,Interview with the Vampire: The Vampire Chronicles,(1994),7.5,"332,996",59        ,$105.26M,R,123 min,"Drama, Fantasy, Horror","
A vampire tells his epic life story: love, betrayal, loneliness, and hunger.","['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']",Neil Jordan
545,Jurassic Park III,(2001),5.9,"330,746",42        ,$181.17M,PG-13,92 min,"Action, Adventure, Sci-Fi","
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","['Sam Neill', 'William H. Macy', 'Téa Leoni', 'Alessandro Nivola']",Joe Johnston
546,Kong: Skull Island,(2017),6.6,"330,609",62        ,$168.05M,PG-13,118 min,"Action, Adventure, Fantasy","
After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.","['Tom Hiddleston', 'Samuel L. Jackson', 'Brie Larson', 'John C. Reilly']",Jordan Vogt-Roberts
547,Hugo,(2011),7.5,"329,000",83        ,$73.86M,PG,126 min,"Adventure, Drama, Family","
In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.","['Asa Butterfield', 'Chloë Grace Moretz', 'Christopher Lee', 'Ben Kingsley']",Martin Scorsese
548,Jurassic World: Fallen Kingdom,(2018),6.1,"327,943",51        ,$417.72M,PG-13,128 min,"Action, Adventure, Sci-Fi","
When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Justice Smith']",J.A. Bayona
549,The Book of Eli,(2010),6.8,"327,521",53        ,$94.84M,R,118 min,"Action, Adventure, Drama","
A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","['Denzel Washington', 'Mila Kunis', 'Ray Stevenson', 'Gary Oldman']",Allen Hughes; Albert Hughes
550,Lord of War,(2005),7.6,"326,709",62        ,$24.15M,R,122 min,"Crime, Drama","
An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.","['Nicolas Cage', 'Ethan Hawke', 'Jared Leto', 'Bridget Moynahan']",Andrew Niccol
551,Fifty Shades of Grey,(2015),4.2,"326,566",46        ,$166.17M,R,125 min,"Drama, Romance, Thriller","
Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford']",Sam Taylor-Johnson
552,From Dusk Till Dawn,(1996),7.2,"325,942",48        ,$25.75M,R,108 min,"Action, Crime, Horror","
Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","['Harvey Keitel', 'George Clooney', 'Juliette Lewis', 'Quentin Tarantino']",Robert Rodriguez
553,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.5,"325,376",39        ,$172.56M,PG-13,129 min,"Action, Adventure, Fantasy","
Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.","['Johnny Depp', 'Geoffrey Rush', 'Javier Bardem', 'Orlando Bloom']",Espen Sandberg; Joachim Rønning
554,Hitch,(2005),6.6,"325,321",58        ,$179.50M,PG-13,118 min,"Comedy, Romance","
A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.","['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta']",Andy Tennant
555,Marriage Story,(2019),7.9,"325,319",94        ,$2.00M,R,137 min,"Drama, Romance","
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.","['Adam Driver', 'Scarlett Johansson', 'Julia Greer', 'Azhy Robertson']",Noah Baumbach
556,Notting Hill,(1999),7.2,"325,270",68        ,$116.09M,PG-13,124 min,"Comedy, Drama, Romance","
The life of a simple bookshop owner changes when he meets the most famous film star in the world.","['Hugh Grant', 'Julia Roberts', 'Richard McCabe', 'Rhys Ifans']",Roger Michell
557,The Hangover Part III,(2013),5.8,"323,890",30        ,$112.20M,R,100 min,"Comedy, Crime","
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.","['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms', 'Justin Bartha']",Todd Phillips
558,The Mist,(2007),7.1,"323,279",58        ,$25.59M,R,126 min,"Horror, Sci-Fi, Thriller","
A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.","['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden', 'Andre Braugher']",Frank Darabont
559,To Kill a Mockingbird,(1962),8.3,"322,584",88        ,-,Approved,129 min,"Crime, Drama","
Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']",Robert Mulligan
560,Transformers: Age of Extinction,(2014),5.6,"321,986",32        ,$245.44M,PG-13,165 min,"Action, Adventure, Sci-Fi","
When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.","['Mark Wahlberg', 'Nicola Peltz Beckham', 'Jack Reynor', 'Stanley Tucci']",Michael Bay
561,Salt,(2010),6.4,"321,872",65        ,$118.31M,PG-13,100 min,"Action, Thriller","
A CIA agent goes on the run after a defector accuses her of being a Russian spy.","['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski']",Phillip Noyce
562,The Island,(2005),6.8,"321,268",50        ,$35.82M,PG-13,136 min,"Action, Sci-Fi, Thriller","
A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.","['Scarlett Johansson', 'Ewan McGregor', 'Djimon Hounsou', 'Steve Buscemi']",Michael Bay
563,Before Sunrise,(1995),8.1,"321,074",77        ,$5.54M,R,101 min,"Drama, Romance","
A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl']",Richard Linklater
564,3:10 to Yuma,(2007),7.7,"320,802",76        ,$53.61M,R,122 min,"Action, Crime, Drama","
A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.","['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']",James Mangold
565,Apocalypto,(2006),7.8,"320,506",68        ,$50.87M,R,139 min,"Action, Adventure, Drama","
As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']",Mel Gibson
566,"O Brother, Where Art Thou?",(2000),7.7,"320,303",69        ,$45.51M,PG-13,107 min,"Adventure, Comedy, Crime","
In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']",Ethan Coen; Joel Coen
567,The Man from U.N.C.L.E.,(2015),7.2,"320,287",56        ,$45.45M,PG-13,116 min,"Action, Adventure, Comedy","
In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.","['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki']",Guy Ritchie
568,Beauty and the Beast,(2017),7.1,"320,130",65        ,$504.01M,PG,129 min,"Adventure, Family, Fantasy","
A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Josh Gad']",Bill Condon
569,Liar Liar,(1997),6.9,"319,774",70        ,$181.41M,PG-13,86 min,"Comedy, Fantasy","
A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.","['Jim Carrey', 'Maura Tierney', 'Amanda Donohoe', 'Jennifer Tilly']",Tom Shadyac
570,Magnolia,(1999),8.0,"319,749",78        ,$22.46M,R,188 min,Drama,"
An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.","['Tom Cruise', 'Jason Robards', 'Julianne Moore', 'Philip Seymour Hoffman']",Paul Thomas Anderson
571,Insidious,(2010),6.8,"319,575",52        ,$54.01M,PG-13,103 min,"Horror, Mystery, Thriller","
A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.","['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye']",James Wan
572,Neighbors,(2014),6.3,"319,408",68        ,$150.16M,R,97 min,Comedy,"
After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.","['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Lisa Kudrow']",Nicholas Stoller
573,There's Something About Mary,(1998),7.1,"319,313",69        ,$176.48M,R,119 min,"Comedy, Romance","
A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.","['Cameron Diaz', 'Matt Dillon', 'Ben Stiller', 'Lee Evans']",Peter Farrelly; Bobby Farrelly
574,The Dictator,(2012),6.4,"319,237",58        ,$59.65M,R,83 min,Comedy,"
The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.","['Sacha Baron Cohen', 'Anna Faris', 'John C. Reilly', 'Ben Kingsley']",Larry Charles
575,Lucky Number Slevin,(2006),7.7,"319,237",53        ,$22.49M,R,110 min,"Crime, Drama, Thriller","
A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']",Paul McGuigan
